url,father_url,deep,vnp
1grlaCTXZ2k,3qVzysj4sUM,2,by
5Ndr3JUEAA4,LPaFN6uYv0c,2,by
_nR1juKxIRM,LPaFN6uYv0c,2,by
an5cFQmmiz0,LPaFN6uYv0c,2,by
vcfBVl0UEdQ,LPaFN6uYv0c,2,by
yWnacRo2VbA,LPaFN6uYv0c,2,by
HCrvouSF-6o,LPaFN6uYv0c,2,by
3qVzysj4sUM,LPaFN6uYv0c,2,by
pUnvvhqJ5zw,LPaFN6uYv0c,2,by
lh9j8v0WybE,LPaFN6uYv0c,2,by
GOVhxKrliwo,LPaFN6uYv0c,2,by
E-i7LCOax5M,n6NPVDkzEOk,2,by
PY1DIOH8AOI,n6NPVDkzEOk,2,by
THwTUsF0yQQ,n6NPVDkzEOk,2,by
_tauRfkZ400,n6NPVDkzEOk,2,by
G90Tnk8zHQI,n6NPVDkzEOk,2,by
ctM2TIXDFQs,n6NPVDkzEOk,2,by
DTb-IFB8UIw,n6NPVDkzEOk,2,by
AeCoLCeXoGo,n6NPVDkzEOk,2,by
uAGSWQnz6zk,n6NPVDkzEOk,2,by
pctHbNHNvJ4,n6NPVDkzEOk,2,by
0eHtYWs__38,RX0uI9d02QE,2,by
UhISs0lj0kc,RX0uI9d02QE,2,by
x6xpFu_iW1k,RX0uI9d02QE,2,by
Oi-J0ArLZy8,RX0uI9d02QE,2,by
WPtimp0FMM0,RX0uI9d02QE,2,by
KGBGXZTQ_KI,RX0uI9d02QE,2,by
DTb-IFB8UIw,RX0uI9d02QE,2,by
-eTboc2juFk,RX0uI9d02QE,2,by
jqOZJFjmbRE,RX0uI9d02QE,2,by
gWGgpgRfIsU,RX0uI9d02QE,2,by
bPimVE7H7UM,j1IN3CykYeI,2,by
JsqAlYdLdi0,j1IN3CykYeI,2,by
4ivj0R1JcbQ,j1IN3CykYeI,2,by
EFjyXrvdXO8,j1IN3CykYeI,2,by
XWyrPP7XJhg,j1IN3CykYeI,2,by
EylPw7WKpzQ,j1IN3CykYeI,2,by
fkKvPG4TP9E,j1IN3CykYeI,2,by
hZHE0lhilo8,j1IN3CykYeI,2,by
3qVzysj4sUM,j1IN3CykYeI,2,by
Kw6RmLNU1t0,j1IN3CykYeI,2,by
