url,father_url,deep,vnp
GfsnsS0Bq7I,YqyYCmem2oM,2,by
qWwN8DnEBBA,YqyYCmem2oM,2,by
iUohO2MSot8,4fezP875xOQ,2,by
IYd1-cPwQCk,4fezP875xOQ,2,by
KuGrV0ADzOQ,4fezP875xOQ,2,by
H94ntp93SGY,4fezP875xOQ,2,by
TxE3oVWA-L0,4fezP875xOQ,2,by
o_4cEfuyNFo,4fezP875xOQ,2,by
qT9neos0YDk,4fezP875xOQ,2,by
4VXErA63_eg,4fezP875xOQ,2,by
QW9-6mKcJUk,4fezP875xOQ,2,by
jT6sdSoCgQU,4fezP875xOQ,2,by
H4dVbaLqg84,BPK9WNtpBgk,2,by
Er4oqBGuhkw,BPK9WNtpBgk,2,by
NSKxvLWqyOY,BPK9WNtpBgk,2,by
2IcWJobNDck,BPK9WNtpBgk,2,by
eYAPb4uNj5s,BPK9WNtpBgk,2,by
UZ9uyQI3pF0,BPK9WNtpBgk,2,by
8cN7LWGO-gE,BPK9WNtpBgk,2,by
M8gN00LgJto,BPK9WNtpBgk,2,by
ys_fN3uy7bQ,BPK9WNtpBgk,2,by
cQJUbus5rwk,BPK9WNtpBgk,2,by
V6R8uiaMtb0,BiqlZZddZEo,2,by
S9o9k-aMqYo,BiqlZZddZEo,2,by
cNMuUoosTGk,BiqlZZddZEo,2,by
LjOewfgdM18,BiqlZZddZEo,2,by
Ixuq6lma7TQ,BiqlZZddZEo,2,by
IYd1-cPwQCk,BiqlZZddZEo,2,by
ys_fN3uy7bQ,BiqlZZddZEo,2,by
H94ntp93SGY,BiqlZZddZEo,2,by
nO3QrOifFOQ,BiqlZZddZEo,2,by
C_e-XtC1dDI,BiqlZZddZEo,2,by
EZ8H7AvIF3k,KxlAXZUmevo,2,by
9Zq79uu_o5E,KxlAXZUmevo,2,by
LjOewfgdM18,KxlAXZUmevo,2,by
eYAPb4uNj5s,KxlAXZUmevo,2,by
6xMcGzuORCM,KxlAXZUmevo,2,by
uwEaQk5VeS4,KxlAXZUmevo,2,by
18oXIcsTpUY,KxlAXZUmevo,2,by
6g3QiE4IB-4,KxlAXZUmevo,2,by
WIQ5j3en_q4,KxlAXZUmevo,2,by
I1VUTQCCgdw,KxlAXZUmevo,2,by
6SxtRenlDzo,eYAPb4uNj5s,2,by
5kjdTGxRQz8,eYAPb4uNj5s,2,by
n_9SWZXC4Zw,eYAPb4uNj5s,2,by
ASuhi65xd-U,eYAPb4uNj5s,2,by
mH83o8hisno,eYAPb4uNj5s,2,by
3qVzysj4sUM,eYAPb4uNj5s,2,by
4qFZi_CDkSQ,eYAPb4uNj5s,2,by
oVv4J8hh6QY,eYAPb4uNj5s,2,by
roeK9OWpsC8,eYAPb4uNj5s,2,by
Di7JwMKQTuM,eYAPb4uNj5s,2,by
2B1Mrs96lZ4,ZdfJcN-yBIE,2,by
SY24-S-2_vc,ZdfJcN-yBIE,2,by
6g3QiE4IB-4,ZdfJcN-yBIE,2,by
Er4oqBGuhkw,ZdfJcN-yBIE,2,by
29XymHesxa0,ZdfJcN-yBIE,2,by
Jr0pmaF6g98,ZdfJcN-yBIE,2,by
lfxHfxe1Zqc,ZdfJcN-yBIE,2,by
Kt4tfYtw_Ro,ZdfJcN-yBIE,2,by
-7ejH_BhbR4,ZdfJcN-yBIE,2,by
Nlp6FN-mizI,ZdfJcN-yBIE,2,by
6uVSkvWO7As,ZbtVVYBLCug,2,by
uwEaQk5VeS4,ZbtVVYBLCug,2,by
eYAPb4uNj5s,ZbtVVYBLCug,2,by
WltkvVB_lfM,ZbtVVYBLCug,2,by
4fezP875xOQ,ZbtVVYBLCug,2,by
LjOewfgdM18,ZbtVVYBLCug,2,by
yRCUfumiqhk,ZbtVVYBLCug,2,by
xdB9S5cghiA,ZbtVVYBLCug,2,by
xAR6N9N8e6U,ZbtVVYBLCug,2,by
tGA1v6gZj1s,ZbtVVYBLCug,2,by
