url,father_url,deep,vnp
8IcyGrsgHQI,RIeSTf7G0Vg,2,by
e2I_vSEs6xM,RIeSTf7G0Vg,2,by
c3fp5k8-5KE,RIeSTf7G0Vg,2,by
rMwE1tBg2Hg,RIeSTf7G0Vg,2,by
sEpr_sXqzp4,RIeSTf7G0Vg,2,by
TF5pyRV_0fA,RIeSTf7G0Vg,2,by
Y9wjVLKy8Xk,RIeSTf7G0Vg,2,by
s5V3IW0owYI,RIeSTf7G0Vg,2,by
hI24AmO6txs,RIeSTf7G0Vg,2,by
VMuNQdlQ6S4,aIW6nZfiwg4,2,by
jZSnCtLWpC8,aIW6nZfiwg4,2,by
o3UTVyYlNF8,aIW6nZfiwg4,2,by
xAR6N9N8e6U,aIW6nZfiwg4,2,by
5On5oz8sAW0,aIW6nZfiwg4,2,by
yiaeraKc-Jk,aIW6nZfiwg4,2,by
VdTXkWPvh40,aIW6nZfiwg4,2,by
pEzMrCDk7Bo,aIW6nZfiwg4,2,by
SLYbYGOb18c,aIW6nZfiwg4,2,by
zIQr6P100dw,aIW6nZfiwg4,2,by
IeiPZyrK85c,NnN8ksvVRIQ,2,by
PHcq8Bp89LI,NnN8ksvVRIQ,2,by
6-23greGE5M,NnN8ksvVRIQ,2,by
mI9Nn8WcO-g,NnN8ksvVRIQ,2,by
fsCfrN7CfXY,NnN8ksvVRIQ,2,by
gzHngrMADlA,NnN8ksvVRIQ,2,by
PiYSbR2B85w,NnN8ksvVRIQ,2,by
sIvJTfGxdFo,NnN8ksvVRIQ,2,by
vlTwQeSx9uQ,NnN8ksvVRIQ,2,by
ISk5sGT-Ryc,NnN8ksvVRIQ,2,by
rIfZl6RxVAU,xvOoZ3SbKCw,2,by
yKdMPaTpK9k,xvOoZ3SbKCw,2,by
6-23greGE5M,xvOoZ3SbKCw,2,by
VeYmqOPAFjE,xvOoZ3SbKCw,2,by
J2JHDavNZB4,xvOoZ3SbKCw,2,by
r77umNwvRKU,xvOoZ3SbKCw,2,by
mTJHClMQPM8,xvOoZ3SbKCw,2,by
IeiPZyrK85c,xvOoZ3SbKCw,2,by
4bBAeaz-2d0,xvOoZ3SbKCw,2,by
lo792RZ245Y,xvOoZ3SbKCw,2,by
NMI6a-J3tMg,tLxfSIXfuOs,2,by
qNTsclGJMjg,tLxfSIXfuOs,2,by
nFbPVYJktvM,tLxfSIXfuOs,2,by
vQkUdu-DIjU,tLxfSIXfuOs,2,by
IeiPZyrK85c,tLxfSIXfuOs,2,by
W4ZkTVGoI8o,tLxfSIXfuOs,2,by
yKdMPaTpK9k,tLxfSIXfuOs,2,by
je2Q360Ltxc,tLxfSIXfuOs,2,by
eSg_BCR6mo0,tLxfSIXfuOs,2,by
ISk5sGT-Ryc,tLxfSIXfuOs,2,by
