url,father_url,deep,vnp
jLJQ12OqjOo,BlNJc_OLbYw,2,by
ggfZwBdaiYk,BlNJc_OLbYw,2,by
-lyyIvxy2Z4,BlNJc_OLbYw,2,by
0Fb2BrwFApg,BlNJc_OLbYw,2,by
z-t3M-To7co,BlNJc_OLbYw,2,by
T_3O1FCxS5Q,BlNJc_OLbYw,2,by
snN0PNZVWNA,BlNJc_OLbYw,2,by
wqs-W3azqDI,BlNJc_OLbYw,2,by
0JLN1SM9k3U,BlNJc_OLbYw,2,by
uyiG6uw-6pA,BlNJc_OLbYw,2,by
zMsGh3TkyS4,tBLauTbQnB8,2,by
6SxtRenlDzo,tBLauTbQnB8,2,by
WBuzLAobnvc,tBLauTbQnB8,2,by
n_9SWZXC4Zw,tBLauTbQnB8,2,by
0kLXt5mgjbs,tBLauTbQnB8,2,by
ASuhi65xd-U,tBLauTbQnB8,2,by
Hgffc6exzys,tBLauTbQnB8,2,by
eYAPb4uNj5s,tBLauTbQnB8,2,by
damulLeDRKE,tBLauTbQnB8,2,by
DaItaxqvkjY,tBLauTbQnB8,2,by
